BOOK,X,Y,FACET,TEXT
Virtue Quest Chain (Quest),2928,852,tra,Leon the Alchemist
Virtue Quest Chain (Quest),2525,578,tra,Andros the Blacksmith
Virtue Quest Chain (Quest),1462,3800,tra,Aurelia the Architect's Daughter
Virtue Quest Chain (Quest),1293,3717,tra,Skeleton of Szandor the Late Architect
Virtue Quest Chain (Quest),2017,2752,tra,Kane Master of Arms
Virtue Quest Chain (Quest),3459,2435,tra,Mongbat
Virtue Quest Chain (Quest),2113,833,ils,Imps & Daemons
Virtue Quest Chain (Quest),2028,2832,tra,Gareth the Emissary of the RBC
Virtue Quest Chain (Quest),2926,975,tra,Vesper Museum
Virtue Quest Chain (Quest),4538,1381,tra,Moonglow Zoo
Virtue Quest Chain (Quest),1420,1596,tra,Britain Library
Virtue Quest Chain (Quest),1464,1710,tra,Maribel the Waitress
Virtue Quest Chain (Quest),1438,1630,fel,Dierdre the Beggar
Virtue Quest Chain (Quest),2478,432,tra,Kevin the Butcher
Virtue Quest Chain (Quest),2450,458,fel,Sean the Blacksmith
Virtue Quest Chain (Quest),616,2198,tra,Jason the Healer
Virtue Quest Chain (Quest),638,2192,fel,Walton the Horse Trainer
Virtue Quest Chain (Quest),3442,2622,tra,Nelson the Shepard
Virtue Quest Chain (Quest),4271,3705,tra,Humility Shrine
The Black Gate (Quest),2574,525,tra,Julia the Sacrificed
The Black Gate (Quest),4390,1088,tra,Mariah
The Black Gate (Quest),832,777,ils,Compassion Sage Controllers
The Black Gate (Quest),1079,705,ils,Compassion Sage
The Black Gate (Quest),3384,320,tra,Raw Ginseng
The Black Gate (Quest),1395,1812,tra,IoIo
The Black Gate (Quest),1429,1720,tra,Milk & Bread
The Black Gate (Quest),1476,1670,tra,Shoes
The Black Gate (Quest),1432,3873,tra,Geoffrey
The Black Gate (Quest),1176,2639,tra,"Dragons, Drakes, Greater Dragons"
The Black Gate (Quest),1176,2638,fel,"Dragons, Drakes, Greater Dragons"
The Black Gate (Quest),370,920,tra,Jaana
The Black Gate (Quest),610,878,tra,Scroll
The Black Gate (Quest),1933,2793,tra,Dupre
The Black Gate (Quest),0,0,tra,Unbound Energy Vortex
The Black Gate (Quest),743,2162,tra,Shamino
The Black Gate (Quest),0,0,tra,Necklace
The Black Gate (Quest),3709,2251,tra,Katrina
The Black Gate (Quest),1717,2997,tra,Painted Caves
The Black Gate (Quest),1717,2997,fel,Painted Caves
The Black Gate (Quest),2698,462,tra,Blood
Dungeons Vol. 3,546,463,ils,Sorcerer's Dungeon Terort Skitas
Dungeons Vol. 3,1362,1104,ils,Spectre Dungeon Reg Volom
Dungeons Vol. 3,1420,912,ils,Spider Cave
Dungeons Vol. 3,909,439,ter,Stygian Abyss House E
Dungeons Vol. 3,414,746,ter,Stygian Abyss House W
Dungeons Vol. 3,37,41,ter,Stygian Abyss Tomb of Kings Entrance
Dungeons Vol. 3,0,0,fel,Stygian Abyss Abyssal Infernal Entrance
Dungeons Vol. 3,811,1631,fel,Terathan Keep
Dungeons Vol. 3,811,1632,tra,Terathan Keep
Dungeons Vol. 3,1346,766,tok,The Citadel
Dungeons Vol. 3,996,3846,ter,Tomb of Kings
Dungeons Vol. 3,1456,1475,ils,Twisted Weald
Dungeons Vol. 3,4195,3264,tra,Underworld
Dungeons Vol. 3,1362,889,tra,Wind
Dungeons Vol. 3,1361,890,fel,Wind
Dungeons Vol. 3,652,1301,ils,Wisp Dungeon Entrance
Dungeons Vol. 3,719,1492,ils,Wisp Level 2
Dungeons Vol. 3,833,1551,ils,Wisp Level 3
Dungeons Vol. 3,864,1435,ils,Wisp Level 4
Dungeons Vol. 3,804,1547,ils,Wisp Level 5
Dungeons Vol. 3,755,1480,ils,Wisp Level 6
Dungeons Vol. 3,2042,218,tra,Wrong
Dungeons Vol. 3,2042,219,fel,Wrong
Dungeons Vol. 3,1448,319,ils,Wyrm Mountain
Dungeons Vol. 3,260,786,tok,Yomotsu Mines
Dungeons Vol. 3,907,1361,ils,Cyclops Dungeon
Dungeons Vol. 3,3510,2778,tra,New Haven Mine
Dungeons Vol. 3,1358,2257,tra,Khaldun Entrance
Dungeons Vol. 3,0,0,tra,Covetous Level 4
Dungeons Vol. 3,0,0,fel,Covetous Level 4
Dungeons Vol. 3,0,0,fel,Dungeon of the Unknown
Dungeons Vol. 3,772,3491,ter,"Abyss ""abyss"""
Dungeons Vol. 3,2353,1123,mal,Doom Colliseum
Dungeons Vol. 3,541,946,tok,Inu's Hideout
Dungeons Vol. 3,2114,1302,mal,Stygian Abyss
Ocllo (Felucca),3664,2656,fel,Albatross
Ocllo (Felucca),3634,2648,fel,Anchors Aweigh
Ocllo (Felucca),3782,2767,fel,Arena
Ocllo (Felucca),3747,2786,fel,Arena Dock
Ocllo (Felucca),3690,2520,fel,Bank of Ocllo
Ocllo (Felucca),3658,2536,fel,Bardic Guild
Ocllo (Felucca),3608,2609,fel,Better Leather Tannery
Ocllo (Felucca),3670,2624,fel,Bountiful Harvest
Ocllo (Felucca),3666,2512,fel,Counselor's Guild
Ocllo (Felucca),3675,2480,fel,First Academy of Music
Ocllo (Felucca),3647,2600,fel,Hammer & Steel Smithy
Ocllo (Felucca),3625,2616,fel,Healer of Ocllo
Ocllo (Felucca),3634,2584,fel,Last Chance Provisioners
Ocllo (Felucca),3602,2584,fel,Now You're Cookin'
Ocllo (Felucca),3656,2664,fel,Ocllo Docks
Ocllo (Felucca),3617,2480,fel,Ocllo Public Library
Ocllo (Felucca),3646,2512,fel,Paint and More
Ocllo (Felucca),3632,2537,fel,Sorcerer's Guild
Ocllo (Felucca),3656,2592,fel,A Stitch in Time
Ocllo (Felucca),3720,2650,fel,Sweet meat
Buccaneer's Den (Felucca),2734,2192,fel,A Place Fer Yer Stuff
Buccaneer's Den (Felucca),2717,2187,fel,Black Market Merchant
Buccaneer's Den (Felucca),2706,2152,fel,Bloody Scab
Buccaneer's Den (Felucca),2666,2096,fel,Buccaneer's Bath
Buccaneer's Den (Felucca),2739,2164,fel,Buccaneer's Den Docks
Buccaneer's Den (Felucca),2712,2178,fel,Buccaneer's Den Leatherworks
Buccaneer's Den (Felucca),2634,2088,fel,Cutlass Smithing
Buccaneer's Den (Felucca),2728,2135,fel,Gate to Mainland
Buccaneer's Den (Felucca),2714,2104,fel,Peg Leg Inn
Buccaneer's Den (Felucca),2664,2192,fel,Pirate's Den
Buccaneer's Den (Felucca),2688,2232,fel,Pirate's Plunder
Buccaneer's Den (Felucca),2744,2248,fel,Pirate's Provisioners
Buccaneer's Den (Felucca),2666,2070,fel,Underpass
Buccaneer's Den (Felucca),2632,2102,fel,Violente Woodworks
New Haven (Trammel),3463,2552,tra,Anatomy School
New Haven (Trammel),3790,2775,tra,Arena
New Haven (Trammel),3510,2557,tra,Bag of Many Things
New Haven (Trammel),3469,2574,tra,Bakery
New Haven (Trammel),3521,2575,tra,Bit and Bridle
New Haven (Trammel),3466,2566,tra,Bottled Imp
New Haven (Trammel),3501,2436,tra,Bushiso Dojo
New Haven (Trammel),3537,2570,tra,East Gate
New Haven (Trammel),3498,2557,tra,Finely Woven
New Haven (Trammel),3472,2544,tra,Forge and Anvil
New Haven (Trammel),3510,2526,tra,Gentle Rest Inn
New Haven (Trammel),3469,2558,tra,Healers of New Haven
New Haven (Trammel),3475,2520,tra,Ink and Quill
New Haven (Trammel),3478,2528,tra,Librium Arcanos
New Haven (Trammel),3451,2547,tra,Lion's Den
New Haven (Trammel),3498,2532,tra,Mage Shop
New Haven (Trammel),3554,2467,tra,Necromancer Tower
New Haven (Trammel),3426,2515,tra,Ninjitsu Dojo
New Haven (Trammel),3494,2569,tra,New Haven Bank
New Haven (Trammel),3511,2592,tra,New Haven Docks
New Haven (Trammel),3483,2504,tra,New Haven Magery School
New Haven (Trammel),3510,2778,tra,New Haven Mine
New Haven (Trammel),3587,2451,tra,Old Haven Cemetery
New Haven (Trammel),3497,2593,tra,Port Authority
New Haven (Trammel),3421,2600,tra,Proscenium
New Haven (Trammel),3484,2532,tra,Scribes Library
New Haven (Trammel),3471,2611,tra,South Gate
New Haven (Trammel),3459,2532,tra,Springs N Things
New Haven (Trammel),3450,2607,tra,Thick Hide
New Haven (Trammel),3606,2585,tra,Uzeraan's Mansion
New Haven (Trammel),3520,2553,tra,Warrior's Guild Hall
New Haven (Trammel),3448,2638,tra,West Mill
Democracy Diary,4480,1176,tra,Moonglow City Stone
Democracy Diary,1442,1698,tra,Britain City Stone
Democracy Diary,1337,3766,tra,Jhelom City Stone
Democracy Diary,633,860,tra,Yew City Stone
Democracy Diary,2515,563,tra,Minoc City Stone
Democracy Diary,1907,2686,tra,Trinsic City Stone
Democracy Diary,591,2153,tra,Skara Brae City Stone
Democracy Diary,3793,2249,tra,New Magincia City Stone
Democracy Diary,2894,683,tra,Vesper City Stone
Democracy Diary,4416,1049,tra,Moonglow Minister of Trade
Democracy Diary,1438,1755,tra,Britain Minister of Trade
Democracy Diary,1380,3878,tra,Jhelom Minister of Trade
Democracy Diary,624,1042,tra,Yew Minister of Trade
Democracy Diary,2501,399,tra,Minoc Minister of Trade
Democracy Diary,2065,2855,tra,Trinsic Minister of Trade
Democracy Diary,642,2226,tra,Skara Brae Minister of Trade
Democracy Diary,3680,2251,tra,New Magincia Minister of Trade
Democracy Diary,3005,829,tra,Vesper Minister of Trade
Ter Mur,531,3151,ter,"542, 3137"
Ter Mur,635,3113,ter,"628, 3120"
Ter Mur,974,3082,ter,"963, 3072"
Ter Mur,600,1500,ter,"600, 1500"
Ter Mur,677,2145,ter,"677, 2145"
Ter Mur,528,2987,ter,"528, 2987"
Ter Mur,558,3108,ter,"555, 3110"
Ter Mur,539,3000,ter,"543, 3009"
Ter Mur,700,1448,ter,"700, 1450"
Ter Mur,700,1607,ter,"700, 1600 Cave of the great ape"
Ter Mur,903,3293,ter,900 3300 High Plains Boura
Ter Mur,1000,3400,ter,"1000, 3400"
1400 Felucca,1400,211,fel,"1400, 200"
1400 Felucca,1400,300,fel,"1400, 300"
1400 Felucca,1400,400,fel,"1400, 400"
1400 Felucca,1354,730,fel,"1400, 700"
1400 Felucca,1400,800,fel,"1400, 800"
1400 Felucca,1400,1100,fel,"1400, 1100"
1400 Felucca,1400,1246,fel,"1400, 1200"
1400 Felucca,1400,1300,fel,"1400, 1300"
1400 Felucca,1400,1400,fel,"1400, 1400"
1400 Felucca,1400,1499,fel,"1400, 1500"
1400 Felucca,1400,1800,fel,"1400, 1800"
1400 Felucca,1400,1900,fel,"1400, 1900"
1400 Felucca,1400,2000,fel,"1400, 2000"
1400 Felucca,1400,2101,fel,"1400, 2100"
1400 Felucca,1400,2200,fel,"1400, 2200"
1400 Felucca,1400,2300,fel,"1400, 2300"
1400 Felucca,1400,2400,fel,"1400, 2400"
1400 Felucca,1401,2495,fel,"1400, 2500"
1400 Felucca,1400,2600,fel,"1400, 2600"
1400 Felucca,1401,2650,fel,"1400, 2700"
1400 Felucca,1400,2800,fel,"1400, 2800"
1400 Felucca,1400,2933,fel,"1400, 2900"
1400 Felucca,1400,3000,fel,"1400, 3000"
1400 Felucca,1400,3100,fel,"1400, 3100"
1400 Felucca,1400,3189,fel,"1400, 3200"
1800 Trammel,1800,250,tra,"1800, 250"
1800 Trammel,1800,400,tra,"1800, 400"
1800 Trammel,1800,500,tra,"1800, 500"
1800 Trammel,1800,600,tra,"1800, 600"
1800 Trammel,1800,700,tra,"1800, 700"
1800 Trammel,1804,800,tra,"1800, 800"
1800 Trammel,1800,1300,tra,"1800, 1300"
1800 Trammel,1800,1400,tra,"1800, 1400"
1800 Trammel,1800,1501,tra,"1800, 1500"
1800 Trammel,1800,2200,tra,"1800, 2200"
1800 Trammel,1800,2300,tra,"1800, 2300"
1800 Trammel,1800,2400,tra,"1800, 2400"
1800 Trammel,1800,2500,tra,"1800, 2500"
1800 Trammel,1800,2650,tra,"1800, 2650"
1800 Trammel,1800,2789,tra,"1800, 2800"
1800 Trammel,1800,2900,tra,"1800, 2900"
1800 Trammel,1800,3000,tra,"1800, 3000"
1800 Trammel,1800,3100,tra,"1800, 3100"
1800 Trammel,1800,3200,tra,"1800, 3200"
1800 Trammel,1800,3300,tra,"1800, 3300"
1800 Trammel,1800,3400,tra,"1800, 3400"
1800 Trammel,1800,3500,tra,"1800, 3500"
Mines,1755,1168,fel,Acme Mine #1
Mines,1761,1157,tra,Acme Mine #2
Mines,1178,739,tok,Acme Mine #3
Bowcrafter/Fletching,1001,518,mal,Hardwoods And More
Bowcrafter/Fletching,2067,1298,mal,Warped Woodworks
Bowcrafter/Fletching,1472,1584,tra,Quality Fletching
Bowcrafter/Fletching,1472,1584,fel,Quality Fletching
Bowcrafter/Fletching,3448,2639,tra,New Haven
Bowcrafter/Fletching,3552,1195,tra,Nujelm Bowry
Bowcrafter/Fletching,3551,1194,fel,Nujelm Bowry
Bowcrafter/Fletching,3053,3377,tra,Silver Serpent Bows
Bowcrafter/Fletching,3053,3376,fel,Silver Serpent Bows
Bowcrafter/Fletching,593,2216,tra,Bloody Bowman
Bowcrafter/Fletching,593,2216,fel,Bloody Bowman
Bowcrafter/Fletching,563,976,tra,The Sturdy Bow
Bowcrafter/Fletching,563,976,fel,The Sturdy Bow
Bowcrafter/Fletching,789,1302,tok,Kagome Bowyer
1400-1600 Malas,1399,127,mal,"1400, 100"
1400-1600 Malas,1399,190,mal,"1400, 200"
1400-1600 Malas,1401,300,mal,"1400, 300"
1400-1600 Malas,1416,438,mal,"1400, 400"
1400-1600 Malas,1400,500,mal,"1400, 500"
1400-1600 Malas,1400,600,mal,"1400, 600"
1400-1600 Malas,1400,678,mal,"1400, 700"
1400-1600 Malas,1400,1200,mal,"1400, 1200"
1400-1600 Malas,1400,1300,mal,"1400, 1300"
1400-1600 Malas,1400,1400,mal,"1400, 1400"
1400-1600 Malas,1400,1500,mal,"1400, 1500"
1400-1600 Malas,1400,1600,mal,"1400, 1600"
1400-1600 Malas,1387,1701,mal,"1400, 1700"
1400-1600 Malas,1400,1800,mal,"1400, 1800"
1400-1600 Malas,1400,1888,mal,"1400, 1900"
1400-1600 Malas,1500,200,mal,"1500, 200"
1400-1600 Malas,1500,300,mal,"1500, 300"
1400-1600 Malas,1500,431,mal,"1500, 400"
1400-1600 Malas,1500,500,mal,"1500, 500"
1400-1600 Malas,1500,600,mal,"1500, 600"
1400-1600 Malas,1500,700,mal,"1500, 700"
1400-1600 Malas,1500,1200,mal,"1500, 1200"
1400-1600 Malas,1500,1300,mal,"1500, 1300"
1400-1600 Malas,1500,1400,mal,"1500, 1400"
1400-1600 Malas,1500,1500,mal,"1500, 1500"
1400-1600 Malas,1500,1800,mal,"1500, 1800"
1400-1600 Malas,1598,96,mal,"1600, 100"
1400-1600 Malas,1600,200,mal,"1600, 200"
1400-1600 Malas,1608,285,mal,"1600, 300"
1400-1600 Malas,1600,400,mal,"1600, 400"
1400-1600 Malas,1600,513,mal,"1600, 500"
1400-1600 Malas,1600,600,mal,"1600, 600"
1400-1600 Malas,1601,700,mal,"1600, 700"
1400-1600 Malas,1600,900,mal,"1600, 900"
1400-1600 Malas,1601,1214,mal,"1600, 1200"
1400-1600 Malas,1600,1300,mal,"1600, 1300"
1400-1600 Malas,1600,1400,mal,"1600, 1400"
1400-1600 Malas,1600,1500,mal,"1600, 1500"
1400-1600 Malas,1600,1800,mal,"1600, 1800"
Comprehensive Guide to Tokuno,1197,1092,tok,Storm Point
Comprehensive Guide to Tokuno,1375,920,tok,Mt. Hakonu
Comprehensive Guide to Tokuno,1350,769,tok,The Citadel
Comprehensive Guide to Tokuno,1232,858,tok,Hotaku Plains
Comprehensive Guide to Tokuno,1235,772,tok,Ninja Mansion
Comprehensive Guide to Tokuno,1075,926,tok,Lake Kappa
Comprehensive Guide to Tokuno,1062,830,tok,Lotus Lakes
Comprehensive Guide to Tokuno,1142,701,tok,Mt. Sho
Comprehensive Guide to Tokuno,1226,484,tok,Ferret Racetrack
Comprehensive Guide to Tokuno,1172,512,tok,Tsuki Garden
Comprehensive Guide to Tokuno,1089,393,tok,Yamadon Area
Comprehensive Guide to Tokuno,1044,522,tok,Shrine of Isamu
Comprehensive Guide to Tokuno,926,650,tok,Hiryu Forest
Comprehensive Guide to Tokuno,977,213,tok,Fan Dancer Dojo
Comprehensive Guide to Tokuno,791,235,tok,Beetlescape
Comprehensive Guide to Tokuno,918,108,tok,Winter Spur
Comprehensive Guide to Tokuno,719,1162,tok,Shrine of Makoto
Comprehensive Guide to Tokuno,708,1082,tok,Mt. Phoenix
Comprehensive Guide to Tokuno,662,935,tok,The Waste
Comprehensive Guide to Tokuno,217,638,tok,Field of Echoes
Comprehensive Guide to Tokuno,288,710,tok,Shrine of Homare
Comprehensive Guide to Tokuno,261,787,tok,Yomotsu Mines
Comprehensive Guide to Tokuno,217,1074,tok,Crane Marsh
Comprehensive Guide to Tokuno,399,597,tok,Zen Maze
Comprehensive Guide to Tokuno,524,526,tok,Kitsune Woods
Comprehensive Guide to Tokuno,659,421,tok,Sho Toh
Comprehensive Guide to Tokuno,489,388,tok,Homare's Eye
Comprehensive Guide to Tokuno,320,425,tok,Bushido Dojo
Comprehensive Guide to Tokuno,371,814,tok,Lightning Watch
Comprehensive Guide to Tokuno,403,246,tok,Revenant Jima
Comprehensive Guide to Tokuno,382,1385,tok,Ningyo Atoll
Montor Desert Outpost (Ilshenar),1621,554,ils,Montor Desert Inn
Montor Desert Outpost (Ilshenar),1613,556,ils,Montor Desert Bank
Montor Desert Outpost (Ilshenar),1602,551,ils,Montor Desert Tailor
Montor Desert Outpost (Ilshenar),1605,542,ils,Montor Desert Jeweler
Montor Desert Outpost (Ilshenar),1601,544,ils,Montor Desert Provisioner
Montor Desert Outpost (Ilshenar),1514,623,ils,Montor Desert Healer
Montor Desert Outpost (Ilshenar),1514,612,ils,Montor Desert Baker
Montor Desert Outpost (Ilshenar),1506,614,ils,Montor Desert Mage
Montor Desert Outpost (Ilshenar),1502,618,ils,Montor Desert Stable
Montor Desert Outpost (Ilshenar),1502,618,ils,Montor Desert Armory
Monster Guide S-T,37,40,ter,Slasher of Veils
Monster Guide S-T,1024,3355,ter,Slith
Monster Guide S-T,0,0,tra,Snow Elemental
Monster Guide S-T,1443,976,tra,Solen Infiltrator
Monster Guide S-T,0,0,tra,Solen Queen
Monster Guide S-T,0,0,tra,Solen Warrior
Monster Guide S-T,0,0,tra,Solen Worker
Monster Guide S-T,4553,2328,tra,Soulbound Apprentice Mage
Monster Guide S-T,4553,2328,tra,Soulbound Battle Mage
Monster Guide S-T,4553,2328,tra,Soulbound Pirate Captain
Monster Guide S-T,4553,2328,tra,Soulbound Pirate Raider
Monster Guide S-T,4553,2328,tra,Soulbound Spell Slinger
Monster Guide S-T,4553,2328,tra,Soulbound Swashbuckler
Monster Guide S-T,1354,1448,tra,Spectre
Monster Guide S-T,1267,2328,fel,Spectral Armor
Monster Guide S-T,3640,2557,tra,Spectral Spellbinder
Monster Guide S-T,1829,1792,mal,Sphynx
Monster Guide S-T,1456,1475,ils,Spite
Monster Guide S-T,1972,197,ils,Squire
Monster Guide S-T,0,0,tra,Stone Elemental
Monster Guide S-T,0,0,tra,Stone Gargoyle
Monster Guide S-T,1667,999,ils,Stone Harpy
Monster Guide S-T,1024,3355,ter,Stone Slith
Monster Guide S-T,2498,921,tra,Strange Gazer
Monster Guide S-T,37,40,ter,Stygian Dragon
Monster Guide S-T,2132,1012,ils,Succubus
Monster Guide S-T,588,1644,tra,Swamp Tentacle
Monster Guide S-T,1456,1475,ils,Swoop
Monster Guide S-T,770,1629,tra,Szavetra
Monster Guide S-T,588,1644,tra,Tangle
Monster Guide S-T,4195,3264,tra,Tangling Roots
Monster Guide S-T,1267,2328,fel,Tavara Sewel
Monster Guide S-T,1267,2328,fel,Tentacles of the Harrower
Monster Guide S-T,811,1632,tra,Terathan Avenger
Monster Guide S-T,811,1632,tra,Terathan Drone
Monster Guide S-T,811,1632,tra,Terathan Matriarch
Monster Guide S-T,811,1632,tra,Terathan Warrior
Monster Guide S-T,1728,974,mal,Tempest
Monster Guide S-T,588,1644,tra,Thrasher
Monster Guide S-T,0,0,fel,The Harrower
Monster Guide S-T,4195,3264,tra,Tikitavi Renowned
Monster Guide S-T,907,1361,ils,Titan
Monster Guide S-T,2386,836,tra,Titan Rockhurler
Monster Guide S-T,999,627,mal,Toxic Ooze*
Monster Guide S-T,1024,3355,ter,Toxic Slith
Monster Guide S-T,1024,3355,ter,Trapdoor Spider
Monster Guide S-T,1507,1262,mal,Treefellow
Monster Guide S-T,614,3462,ter,Treefellow Guardian
Jolly Roger,2004,2759,tra,Dupre the Virtuous
Jolly Roger,2717,2187,fel,Black Market Trader
Jolly Roger,4265,575,tra,Admiral Jacks Shipwreck
Jolly Roger,460,2082,tra,Iver's Rounding
Jolly Roger,1349,1646,tra,Sherry the Mouse
Jolly Roger,1316,233,ils,Castle Sall?? Dacil
Jolly Roger,450,2083,tra,Well of Souls
Human Heritage (Quest),2958,3450,tra,Nedrick the Ironworker
Human Heritage (Quest),3016,824,tra,Patricus the Trader
Human Heritage (Quest),2680,2132,tra,Sledge the Versatile
Human Heritage (Quest),832,777,ils,Exodus Dungeon
Human Heritage (Quest),3774,1256,tra,Belulah the Scorned
Human Heritage (Quest),0,0,tra,Efreets
Human Heritage (Quest),0,0,tra,Ice Fiends
Human Heritage (Quest),1566,1049,ils,Lissbet the Flower Girl
Lady of the Lake,895,3687,ter,Lady of the Lake(SW)
Lady of the Lake,1456,1475,ils,Dread Horn
Lady of the Lake,1344,769,tok,Travesty
Lady of the Lake,966,1536,tra,Chief Paroxysmus
Lady of the Lake,2066,1372,mal,Monstrous Interred Grizzle
Lady of the Lake,3785,1096,tra,Shimmering Effusion
Lady of the Lake,0,0,fel,Medusa
Lady of the Lake,37,41,ter,Stygian Dragon
Lady of the Lake,588,1644,tra,Lady Melisande
Trinsic (Felucca),2024,2720,fel,Ankh
Trinsic (Felucca),1880,2814,fel,Baked Delights
Trinsic (Felucca),1823,2821,fel,Bank of Britannia: Trinsic Branch
Trinsic (Felucca),2119,2755,fel,Barrier Isle
Trinsic (Felucca),1851,2800,fel,Britannia Provisions
Trinsic (Felucca),1942,2736,fel,Brotherhood of Trinsic
Trinsic (Felucca),1896,2842,fel,Counselor's Guild
Trinsic (Felucca),1852,2709,fel,Encyclopedia Magicka
Trinsic (Felucca),2004,2814,fel,First Trinsic Stablery
Trinsic (Felucca),1933,2776,fel,Honorable Arms
Trinsic (Felucca),1942,2791,fel,Keg and Anchor
Trinsic (Felucca),1901,2814,fel,Pearl of Trinsic
Trinsic (Felucca),1851,2837,fel,Provisioner
Trinsic (Felucca),2002,2728,fel,Paladin's Library
Trinsic (Felucca),2030,2813,fel,Rusty Anchor
Trinsic (Felucca),1899,2664,fel,Shining Path Armory
Trinsic (Felucca),2037,2843,fel,Sons of the Sea
Trinsic (Felucca),2002,2909,fel,South Gate
Trinsic (Felucca),2000,2888,fel,Trinsic Cut
Trinsic (Felucca),2058,2856,fel,Trinsic Docks
Trinsic (Felucca),1997,2864,fel,Trinsic Fine Skins
Trinsic (Felucca),1987,3198,fel,Trinsic South Graveyard
Trinsic (Felucca),1836,2427,fel,Trinsic North Graveyard
Trinsic (Felucca),1478,2501,fel,Trinsic West Graveyard
Trinsic (Felucca),1981,2697,fel,Training Grounds
Trinsic (Felucca),1855,2688,fel,Tinker's Guild
Trinsic (Felucca),1841,2744,fel,Traveler's Inn
Trinsic (Felucca),1914,2813,fel,Trinsic Healer
Trinsic (Felucca),1850,2777,fel,Trinsic Jail
Trinsic (Felucca),1912,2713,fel,Trinsic Meeting Hall
Trinsic (Felucca),1891,2775,fel,Trinsic Park
Trinsic (Felucca),1904,2685,fel,Trinsic Royal Bank
Trinsic (Felucca),1828,2743,fel,Trinsic Stablery
Trinsic (Felucca),2016,2753,fel,Trinsic Training Hall
Trinsic (Felucca),1840,2781,fel,West Trinsic Gate
West Britain (Felucca),1444,1670,fel,Artists' Guild
West Britain (Felucca),1440,1611,fel,Best Hides of Britain
West Britain (Felucca),1502,1689,fel,Blue Boar
West Britain (Felucca),1505,1576,fel,Britannia Animal Care
West Britain (Felucca),1360,1776,fel,Britain's Blacksmith Guild
West Britain (Felucca),1388,1494,fel,Britain Cemetery
West Britain (Felucca),1489,1755,fel,Britain Docks (East)
West Britain (Felucca),1444,1760,fel,Britain Docks (West)
West Britain (Felucca),1228,1692,fel,Britain Farms
West Britain (Felucca),1468,1676,fel,Britain's Premier Provisioners and Fish Shoppe
West Britain (Felucca),1420,1595,fel,Britain Public Library
West Britain (Felucca),1515,1552,fel,Bucking Horse Stables
West Britain (Felucca),1524,1504,fel,Castle Blackthorn Dungeon
West Britain (Felucca),1432,1730,fel,Cat's Lair
West Britain (Felucca),1449,1728,fel,Cleaver
West Britain (Felucca),1505,1528,fel,Counselor's Guild
West Britain (Felucca),1480,1746,fel,Customs
West Britain (Felucca),1508,1662,fel,Ethereal Goods
West Britain (Felucca),1436,1693,fel,First Bank of Britain
West Britain (Felucca),1493,1724,fel,First Library of Britain
West Britain (Felucca),1460,1610,fel,Good Eats
West Britain (Felucca),1393,1750,fel,Gung Farmer's Bridge
West Britain (Felucca),1428,1546,fel,Hammer and Anvil
West Britain (Felucca),1480,1610,fel,Healer of Britain
West Britain (Felucca),1446,1654,fel,Heavy Metal Armorer
West Britain (Felucca),1441,1584,fel,King's Men Theater
West Britain (Felucca),1370,1584,fel,Lord's Arms
West Britain (Felucca),1470,1696,fel,Lord's Clothier
West Britain (Felucca),1524,1504,fel,Lord Blackthorn's Castle
West Britain (Felucca),1362,1625,fel,Lord British's Castle
West Britain (Felucca),1454,1561,fel,Lord British's Conservatory of Music
West Britain (Felucca),1386,1664,fel,Lord British's Stables
West Britain (Felucca),1384,1608,fel,Lord British's Tailor
West Britain (Felucca),1480,1640,fel,Main Gate
West Britain (Felucca),1477,1600,fel,Merchants' Guild
West Britain (Felucca),1425,1584,fel,Miner's Guild
West Britain (Felucca),1474,1520,fel,North Side Inn
West Britain (Felucca),1424,1747,fel,Oaken Oar
West Britain (Felucca),1420,1634,fel,Poor Gate
West Britain (Felucca),1458,1683,fel,Premier Gems
West Britain (Felucca),1472,1584,fel,Quality Fletching
West Britain (Felucca),1433,1600,fel,Saw Horse
West Britain (Felucca),1488,1572,fel,Sorcerer's Delight
West Britain (Felucca),1304,1760,fel,Sosarian Steeds
West Britain (Felucca),1488,1586,fel,Strength and Steel
West Britain (Felucca),1500,1626,fel,Sweet Dreams
West Britain (Felucca),1432,1656,fel,Tinkers' Guild
West Britain (Felucca),1342,1744,fel,Warrior's Guild
Serpent's Hold (Trammel),3009,3416,tra,Blacksmith
Serpent's Hold (Trammel),3009,3360,tra,Britannian Herbs
Serpent's Hold (Trammel),2976,3406,tra,Broken Arrow Inn
Serpent's Hold (Trammel),2968,3367,tra,Counselor's Guild
Serpent's Hold (Trammel),2970,3432,tra,Dog and Lion Pub
Serpent's Hold (Trammel),2921,3407,tra,Fire Entrance
Serpent's Hold (Trammel),3011,3464,tra,Fisherman's Brew
Serpent's Hold (Trammel),2977,3360,tra,Plenty O' Dough
Serpent's Hold (Trammel),3024,3433,tra,Serpent's Arms
Serpent's Hold (Trammel),2890,3479,tra,Serpent's Hold Bank
Serpent's Hold (Trammel),2994,3451,tra,Serpent's Hold Docks (East)
Serpent's Hold (Trammel),2944,3407,tra,Serpent's Hold Docks (West)
Serpent's Hold (Trammel),2994,3440,tra,Serpent's Hold Healer
Serpent's Hold (Trammel),2909,3496,tra,Serpent's Hold Meats
Serpent's Hold (Trammel),3042,3462,tra,Serpent's Hold Stablery (East)
Serpent's Hold (Trammel),2912,3517,tra,Serpents Hold Stablery (West)
